COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000106,20230714,P,379,238,251,197,241,259,435,608,958,1226,1547,1805,1987,2159,2160,2038,1803,1490,1251,1031,763,404,644,254,07/14/2023
000106,20230714,S,5,9,7,19,118,392,712,969,1155,1375,1676,2080,2129,1396,1764,2088,2532,2495,2106,1650,1122,725,576,347,07/14/2023
000106,20230715,P,127,94,98,107,139,221,469,733,1122,1550,1851,1960,1881,1946,2017,1847,1799,1626,1383,1174,847,645,395,317,07/15/2023
000106,20230715,S,266,247,146,162,220,352,789,1169,1481,870,1195,1872,2192,1990,2236,2136,1878,1567,884,791,630,561,496,313,07/15/2023
000106,20230716,P,169,107,100,91,131,209,396,686,1253,1994,2742,2851,2385,2567,2234,2246,2396,1859,1572,1536,1073,723,435,551,07/16/2023
000106,20230716,S,269,206,136,102,123,256,430,697,1010,1522,1823,1911,2049,1748,1525,1945,1874,1961,1321,981,737,572,206,7,07/16/2023
000106,20230718,P,250,179,176,166,151,215,456,630,851,1012,1290,1353,1384,1428,1504,1442,1331,1228,984,687,567,411,592,632,07/18/2023
000106,20230718,S,10,11,10,17,154,376,648,792,925,1130,1211,704,1467,1767,1234,1318,1087,905,726,644,510,133,14,10,07/18/2023
000106,20230719,P,155,100,68,120,120,210,422,610,855,1142,1294,1399,1417,1476,1460,1485,1344,1165,1026,796,567,229,422,180,07/19/2023
000106,20230719,S,5,5,7,6,156,376,682,829,1035,1183,1205,1502,1536,1444,1499,1400,1236,1153,875,809,449,11,7,5,07/19/2023
000106,20230720,P,155,197,240,138,283,234,387,625,865,1074,1252,1285,1430,1485,1467,1502,1609,1390,1057,775,621,499,298,196,07/20/2023
000106,20230720,S,2,5,11,9,9,404,653,782,786,1267,1645,1938,1674,1737,1686,1746,1524,1364,1233,956,705,483,350,289,07/20/2023
000106,20230721,P,132,96,88,105,132,259,450,690,953,1177,1593,1536,1559,1920,1876,1825,1737,1598,1150,1084,770,572,345,192,07/21/2023
000106,20230721,S,219,169,162,127,202,398,722,1045,1225,1553,1808,2045,1884,2227,2274,2318,2164,2262,2132,1715,1081,613,379,264,07/21/2023
000106,20230722,P,140,98,91,102,216,323,486,707,1093,1489,1868,1833,1851,1926,1877,2037,1776,1725,1733,1291,1128,910,641,303,07/22/2023
000106,20230722,S,245,143,104,129,216,411,848,1290,1663,1997,1990,2110,1871,2062,2094,2155,2283,1773,962,774,691,528,385,230,07/22/2023
000106,20230723,P,177,109,94,92,135,224,462,755,1320,2197,2945,2916,2691,2360,1776,1901,1894,2250,1989,1593,1200,709,374,356,07/23/2023
000106,20230723,S,184,110,94,82,122,245,456,734,1003,1329,1675,1866,1758,1746,1809,1738,1693,1196,1007,859,601,483,358,48,07/23/2023
000106,20230724,P,386,221,179,185,285,267,558,804,1076,1338,1626,1555,1691,1697,1616,1521,1351,1193,1042,818,632,462,543,417,07/24/2023
000106,20230724,S,17,17,16,16,27,512,742,876,1077,1303,1550,1649,1568,1532,1415,1278,1336,997,883,665,498,150,9,15,07/24/2023
000106,20230726,P,426,194,205,154,312,243,497,723,929,1127,1350,1287,1302,1430,1408,1382,1356,1339,1372,780,589,489,544,287,07/26/2023
000106,20230726,S,16,9,16,13,73,407,702,936,952,1202,1555,1501,1457,1318,1573,1407,1232,947,876,796,530,265,23,23,07/26/2023
000106,20230727,P,494,343,205,225,280,207,417,628,951,1118,1342,1374,1457,1531,1702,1600,1540,1371,1207,882,642,525,576,601,07/27/2023
000106,20230727,S,18,9,18,3,18,443,701,921,1005,1363,1647,1739,1622,1797,1581,2108,1766,1432,1351,1103,756,427,23,12,07/27/2023
000106,20230728,P,348,230,208,232,242,248,439,673,992,1231,1612,1776,1842,1810,1978,1987,1699,1629,1249,937,741,551,533,209,07/28/2023
000106,20230728,S,12,14,7,18,109,387,768,1112,1205,1686,1834,2145,2033,2155,2330,2114,2345,2327,2047,2152,1088,675,516,338,07/28/2023
000106,20230729,P,158,113,101,102,126,239,462,721,1067,1437,1843,1853,1650,1524,1906,2189,2273,1698,1348,1037,877,592,436,313,07/29/2023
000106,20230729,S,229,143,108,124,237,391,723,1144,1599,1837,2059,1875,2007,1996,2089,1594,1456,1126,904,718,599,487,372,288,07/29/2023
000106,20230730,P,196,121,114,87,131,214,457,709,1336,2118,2923,2914,2485,2013,1731,1484,1528,1774,2227,1573,1265,719,440,284,07/30/2023
000106,20230730,S,179,113,105,94,124,259,414,696,994,1374,1621,1885,1917,1795,1750,1103,1612,1557,1063,872,652,475,399,163,07/30/2023
000106,20230731,P,339,283,204,176,309,293,626,916,1078,1327,1673,1691,1557,1776,1762,1529,1547,1360,1001,760,517,376,404,316,07/31/2023
000106,20230731,S,12,10,12,14,115,415,742,910,1058,1255,1003,1359,1155,1697,1303,1460,1029,1002,789,660,535,396,56,18,07/31/2023
000106,20230801,P,115,66,67,57,149,215,468,685,804,972,1298,1252,1255,1381,1312,1362,1329,1045,838,598,463,257,267,188,08/01/2023
000106,20230801,S,3,5,4,5,105,372,656,792,888,712,1284,1453,1264,1303,1363,1159,1094,851,664,755,480,208,11,4,08/01/2023
000106,20230802,P,163,87,89,99,115,196,404,636,762,979,1189,1190,1277,1356,1326,1313,1301,1093,996,689,614,536,206,218,08/02/2023
000106,20230802,S,3,7,5,6,54,349,611,774,996,904,1281,1544,1279,1539,1390,1436,1396,1271,846,834,562,445,43,9,08/02/2023
000106,20230803,P,295,254,171,226,261,211,420,684,847,1054,1257,1278,1367,1430,1590,1521,1196,1501,1109,834,640,563,619,464,08/03/2023
000106,20230803,S,11,17,5,9,98,391,693,880,1083,950,1558,1558,1388,1577,1847,1363,1938,1599,1202,969,727,207,12,12,08/03/2023
000106,20230804,P,411,344,298,226,230,268,427,638,913,1120,1390,1505,1620,1709,1763,1681,1602,1505,1207,915,745,514,344,225,08/04/2023
000106,20230804,S,14,13,13,7,141,383,678,1026,1352,1519,1851,1978,2186,2058,2076,2308,2208,2158,2163,1901,1226,677,446,254,08/04/2023
000106,20230805,P,162,109,104,75,112,229,449,700,1017,1382,1773,1798,1801,1829,2044,2125,2044,1765,1412,1131,897,742,455,288,08/05/2023
000106,20230805,S,206,119,98,126,212,466,759,1186,1497,1740,1850,2119,2028,2022,1900,1836,1281,1169,922,697,583,472,358,246,08/05/2023
000106,20230806,P,160,131,109,84,102,225,476,765,1362,2257,2944,2196,2329,1746,2105,1623,2043,2232,1625,1544,1073,656,348,224,08/06/2023
000106,20230806,S,206,124,90,98,140,220,356,639,935,1270,1490,1738,1983,1835,1672,1459,1599,1218,974,827,588,501,366,195,08/06/2023
000106,20230807,P,339,203,178,166,140,271,584,839,1085,1314,1518,1562,1639,1609,1455,1576,1316,1262,996,746,545,535,389,538,08/07/2023
000106,20230807,S,4,1,5,28,223,465,723,874,1050,854,1326,1454,1602,1060,1187,1376,1146,920,791,596,495,97,12,14,08/07/2023
000106,20230808,P,288,230,170,172,238,209,393,667,854,999,1178,1183,1264,1335,1395,1317,1260,1188,986,739,527,425,315,416,08/08/2023
000106,20230808,S,12,11,8,16,8,383,662,748,972,825,1190,1382,1213,1131,1205,813,1380,895,707,666,487,354,118,6,08/08/2023
000106,20230809,P,275,234,174,174,289,210,413,618,832,1013,1152,1189,1235,1415,1276,1481,1329,1289,995,759,576,407,155,17,08/09/2023
000106,20230809,S,9,5,6,7,89,330,710,845,1007,830,1486,1259,1183,1277,1354,1049,1645,1013,865,740,587,500,304,463,08/09/2023
000106,20230810,P,10,9,9,20,65,198,378,631,851,1007,1256,1212,1327,1392,1481,1452,1283,1176,1180,866,615,462,155,9,08/10/2023
000106,20230810,S,376,226,197,189,267,406,680,878,1096,946,1666,1437,1608,1639,1852,1556,2087,2024,1485,1094,803,514,590,514,08/10/2023
000106,20230811,P,10,12,9,9,24,339,415,591,916,1126,1495,1482,1607,1779,1747,1780,1591,1489,1298,953,640,544,479,259,08/11/2023
000106,20230811,S,381,260,188,191,237,362,736,1066,1283,1593,1766,2110,2043,2139,2075,2394,2322,2204,2119,1342,1208,642,393,280,08/11/2023
000106,20230812,P,140,122,82,86,120,200,458,695,981,1429,1837,1851,1914,2078,1995,1457,680,1187,1896,1088,921,661,578,289,08/12/2023
000106,20230812,S,170,118,129,133,225,389,731,1146,1429,1758,2093,2076,2186,1954,1758,1624,1428,1263,945,754,592,488,324,270,08/12/2023
000106,20230813,P,179,123,117,104,139,244,485,710,1363,2224,3018,2695,2503,2193,2045,1664,2309,1877,1728,1605,1117,622,307,197,08/13/2023
000106,20230813,S,162,115,91,96,138,202,313,611,1098,1187,1433,1721,1649,1616,1498,1509,1264,1084,989,804,598,452,328,211,08/13/2023
000106,20230814,P,32,7,9,20,11,220,539,800,955,1190,1426,1423,1543,1476,1567,1517,1303,1243,969,796,525,232,12,6,08/14/2023
000106,20230814,S,201,224,152,199,291,497,714,904,986,894,1297,1238,1417,1367,844,1372,939,909,749,596,453,386,578,377,08/14/2023
000106,20230815,P,5,6,12,13,76,206,378,618,833,949,1057,1100,1148,1207,1316,1264,1222,1094,1024,691,530,397,32,5,08/15/2023
000106,20230815,S,312,195,164,198,262,356,534,926,904,795,1250,1253,1202,1149,1177,999,1064,900,739,624,528,436,271,571,08/15/2023
000106,20230816,P,9,7,13,23,154,195,415,588,843,859,1142,1244,1215,1227,1230,1233,1274,1098,972,499,329,231,8,13,08/16/2023
000106,20230816,S,371,170,157,191,195,295,675,800,938,1102,1232,1125,1329,1150,1308,940,1393,988,834,655,529,352,584,479,08/16/2023
000106,20230817,P,8,10,7,19,120,229,394,585,798,958,1167,1202,1259,1372,1406,1441,1451,1302,1187,830,619,399,55,17,08/17/2023
000106,20230817,S,349,350,213,196,245,393,726,839,1018,1167,1290,1303,1615,1355,1530,1784,1489,1244,856,1177,767,504,472,391,08/17/2023
000106,20230818,P,11,6,10,8,111,200,345,615,159,175,150,970,1551,1634,1710,1808,1516,1372,1189,968,723,487,319,186,08/18/2023
000106,20230818,S,349,292,179,190,226,332,659,980,1214,1491,1695,1934,1953,1884,2213,2144,2096,2022,1754,1441,968,621,449,264,08/18/2023
000106,20230819,P,90,48,60,68,157,177,355,628,934,1274,1547,1628,1689,1798,1753,1912,1790,1473,1289,1032,885,575,388,338,08/19/2023
000106,20230819,S,215,152,107,119,216,405,653,1089,1523,1491,1982,2172,2062,1827,1627,1529,1370,1064,939,763,532,471,329,274,08/19/2023
000106,20230820,P,233,118,100,91,123,186,369,611,1182,1874,2861,2714,2663,2809,2450,2291,1979,1891,1643,1446,1066,763,523,205,08/20/2023
000106,20230820,S,193,196,131,88,112,220,350,576,855,1202,1606,1750,1918,1658,1961,1632,1364,1181,943,836,687,473,284,216,08/20/2023
000106,20230821,P,105,12,12,8,18,300,582,831,1000,1196,1440,1539,1447,1505,1496,1456,1332,1113,981,683,509,183,7,15,08/21/2023
000106,20230821,S,185,194,153,156,302,453,785,806,926,1188,920,1405,1336,1421,1065,1104,1051,824,720,643,432,352,588,344,08/21/2023
000106,20230822,P,16,11,6,23,54,197,386,520,689,744,953,1063,1163,1185,1242,1239,1197,1184,883,548,14,8,1,1,08/22/2023
000106,20230822,S,243,200,139,145,255,343,664,845,893,1073,1252,1096,1083,973,928,988,917,702,618,563,525,642,502,497,08/22/2023
000106,20230823,P,4,1,3,14,19,211,371,547,693,781,969,1080,1253,1311,1259,1352,1273,1148,873,689,460,111,15,16,08/23/2023
000106,20230823,S,281,180,137,165,211,439,558,802,904,1056,1170,1157,1135,1099,1053,1097,955,835,757,663,496,437,519,356,08/23/2023
000106,20230824,P,9,22,8,19,67,202,367,571,781,935,1113,1160,1229,1331,1464,1368,1074,911,1010,679,345,205,162,98,08/24/2023
000106,20230824,S,348,192,192,136,287,382,638,813,927,1130,1357,1352,1290,1309,1263,941,403,1478,1407,797,588,419,293,202,08/24/2023
000106,20230825,P,85,84,156,134,134,207,381,562,845,972,1193,1383,1468,1527,1585,1477,1302,1201,1004,692,514,331,267,182,08/25/2023
000106,20230825,S,111,93,87,99,137,326,621,771,982,1186,1494,1580,1641,1788,1948,1649,1693,1924,1654,1195,781,559,307,233,08/25/2023
000106,20230826,P,114,79,83,68,109,185,314,543,819,1177,1530,1574,1449,1577,1557,1607,1510,1448,911,576,460,429,459,218,08/26/2023
000106,20230826,S,161,98,77,101,137,259,540,909,1135,1428,1596,1715,1754,1640,1460,1381,1145,1009,841,640,568,385,310,247,08/26/2023
000106,20230827,P,138,96,92,83,109,169,343,587,998,1713,2492,2508,2680,2480,2234,1996,1939,1652,1267,1094,743,460,249,172,08/27/2023
000106,20230827,S,163,108,84,72,102,192,339,522,787,1082,1306,1570,1572,1505,1430,1359,1203,1197,934,722,491,361,318,263,08/27/2023
000106,20230828,P,94,11,12,7,51,213,476,611,770,916,1139,1136,1227,1210,1257,1284,1241,1021,804,548,395,292,18,13,08/28/2023
000106,20230828,S,152,211,140,140,262,397,699,867,859,1146,1283,1059,1192,1092,1017,773,1058,766,633,475,399,284,442,371,08/28/2023
000106,20230829,P,15,7,14,19,46,173,364,535,663,834,920,917,997,1036,1127,1167,1144,1032,931,605,453,220,18,6,08/29/2023
000106,20230829,S,259,186,125,149,241,346,601,747,772,1203,1243,1169,742,1051,912,906,844,712,629,489,431,279,467,387,08/29/2023
000106,20230830,P,14,10,10,19,54,139,353,530,672,843,976,1039,1101,1183,1242,1254,1067,1000,946,587,471,237,16,17,08/30/2023
000106,20230830,S,250,164,181,184,248,368,677,758,859,1062,1203,1208,1080,1076,1093,969,981,861,715,648,475,378,568,332,08/30/2023
000106,20230831,P,25,14,6,13,66,242,345,526,716,902,1042,1097,1256,1383,1397,1348,1315,1196,1046,766,591,440,14,10,08/31/2023
000106,20230831,S,298,206,179,230,232,375,704,924,922,1231,1352,1483,1524,1620,1552,1555,1694,1611,1366,1212,902,702,640,570,08/31/2023
000106,20230901,P,10,13,6,88,123,220,353,534,651,900,1188,1275,1402,1525,1688,1598,1402,1303,1096,930,633,436,320,186,09/01/2023
000106,20230901,S,350,235,281,185,221,449,810,1208,1285,1727,1940,2098,2325,2304,2332,2355,2267,2571,2272,2293,2020,1837,669,348,09/01/2023
000106,20230902,P,129,86,67,84,97,176,264,458,803,1047,1208,1339,1482,1445,1520,1618,1468,1329,1275,1003,744,528,708,299,09/02/2023
000106,20230902,S,222,195,130,159,278,422,798,1403,1898,1996,2401,2170,2078,2491,2271,2030,2144,1779,947,757,554,421,296,214,09/02/2023
000106,20230903,P,197,106,79,65,82,161,246,434,753,1377,2039,2324,2264,2266,2274,2140,2141,2054,1601,1254,1070,776,674,384,09/03/2023
000106,20230903,S,161,99,98,71,126,208,393,664,1112,1466,1846,1860,1872,1753,1710,1454,1279,986,841,617,495,332,254,176,09/03/2023
000106,20230904,P,197,135,88,76,132,206,456,919,1761,3032,2838,2263,1953,1851,1868,1847,1854,1423,4,1041,1766,1317,421,207,09/04/2023
000106,20230904,S,166,116,74,86,130,208,304,570,768,1049,1311,1449,1451,1395,1240,1123,1056,892,670,616,428,348,233,185,09/04/2023
000106,20230905,P,139,73,54,79,113,298,671,901,1027,1222,1476,1375,1432,1376,1487,1309,1260,1069,887,669,486,290,9,3,09/05/2023
000106,20230905,S,119,82,69,91,173,422,727,863,902,1110,1258,1164,1092,1045,970,979,919,799,665,550,418,320,373,301,09/05/2023
000106,20230906,P,2,3,2,6,56,172,344,501,571,998,941,1001,1076,1096,1117,1327,1183,1051,871,676,443,231,8,15,09/06/2023
000106,20230906,S,200,194,134,134,232,349,644,828,922,1064,1242,1191,1117,916,968,1164,816,819,639,564,438,353,518,332,09/06/2023
000106,20230907,P,5,8,2,8,43,197,385,534,656,880,977,1080,1246,1321,1103,883,775,854,754,555,466,415,454,7,09/07/2023
000106,20230907,S,253,196,139,194,253,359,576,872,1017,1166,1242,1429,1364,1244,1316,1290,1246,1098,925,708,594,404,292,531,09/07/2023
000106,20230908,P,5,6,3,3,40,225,418,579,776,894,1080,1253,1750,2015,1739,1717,1532,1504,761,0,6,647,279,201,09/08/2023
000106,20230908,S,622,305,179,166,330,390,642,977,1128,1321,1662,1883,1807,1985,2128,1998,1962,1768,1530,1137,920,586,376,292,09/08/2023
000106,20230909,P,110,84,82,71,110,220,402,632,867,1164,1440,1365,1389,1599,1688,1841,1678,1570,1356,1171,986,613,469,217,09/09/2023
000106,20230909,S,201,120,114,118,206,314,600,1060,1311,1574,1804,1962,1862,1935,1639,1601,1405,1205,943,721,526,370,235,228,09/09/2023
000106,20230910,P,149,112,64,101,93,149,289,625,1075,1973,2798,1999,2318,1895,2445,1848,1677,1610,1811,1217,769,437,219,143,09/10/2023
000106,20230910,S,153,88,62,86,106,193,291,534,594,1107,1280,1292,1602,1485,1443,1483,1395,1112,978,961,607,430,271,235,09/10/2023
000106,20230911,P,110,63,56,71,98,219,445,542,764,951,1223,1254,1300,1273,1337,1232,1044,929,982,614,458,134,1,4,09/11/2023
000106,20230911,S,241,112,91,105,179,431,781,962,1053,1228,1289,1401,1261,1206,1177,1124,919,845,706,598,448,364,515,327,09/11/2023
000106,20230912,P,7,6,0,5,45,185,319,492,711,793,942,1048,1073,1087,1260,1324,1359,1082,819,593,435,113,8,5,09/12/2023
000106,20230912,S,334,176,132,135,249,360,599,834,830,1093,1172,1167,1084,843,1144,906,814,655,579,549,474,396,515,312,09/12/2023
000106,20230913,P,5,4,5,5,52,181,360,545,696,975,1013,1217,1285,1263,1259,1296,1269,1088,866,626,519,145,0,0,09/13/2023
000106,20230913,S,258,181,152,184,163,18,886,709,813,1006,1300,1236,1112,1127,1086,1145,1002,929,776,646,531,357,660,287,09/13/2023
000106,20230914,P,8,1,3,6,107,228,372,569,797,934,1140,1108,1322,1275,1276,1352,1379,1137,855,620,536,362,282,165,09/14/2023
000106,20230914,S,272,166,189,164,221,362,649,774,937,1156,1295,1518,1398,1234,1644,1424,1269,1230,1004,878,595,412,274,271,09/14/2023
000106,20230915,P,101,81,67,89,113,196,396,563,768,1046,1304,1443,1528,1632,1521,1559,1481,1554,1106,783,594,427,261,184,09/15/2023
000106,20230915,S,227,170,149,125,138,310,640,980,971,1329,1684,1909,2126,2414,2327,1989,2499,2090,1944,1338,881,636,381,261,09/15/2023
000106,20230916,P,126,95,81,77,103,160,302,492,836,1198,1457,1535,1657,1759,1819,2027,1925,1822,1516,1165,885,490,318,232,09/16/2023
000106,20230916,S,161,125,98,129,186,375,616,1007,1340,1860,1986,2082,1927,1885,2009,1568,1153,999,814,686,543,389,302,248,09/16/2023
000106,20230917,P,138,103,73,71,122,173,297,643,1155,2100,2978,2810,2543,2360,2343,2390,2435,1877,1648,1359,898,511,269,55,09/17/2023
000106,20230917,S,185,117,106,88,117,195,299,525,822,1158,1619,1841,1783,1645,1391,1572,1209,1197,1073,990,720,487,290,224,09/17/2023
000106,20230918,P,2,3,4,6,2,268,477,678,827,1057,1322,1414,1327,1403,1461,1448,1380,1216,1237,561,476,275,192,92,09/18/2023
000106,20230918,S,327,180,145,141,304,435,744,862,1065,1413,1389,1363,1045,1265,1092,1010,793,781,677,510,390,285,229,158,09/18/2023
000106,20230919,P,97,55,70,75,95,162,367,459,708,889,967,977,1018,1112,1194,1188,1079,1151,781,524,383,146,4,2,09/19/2023
000106,20230919,S,145,85,87,73,147,307,651,782,853,828,857,1103,1289,966,977,889,855,756,565,529,388,360,329,386,09/19/2023
000106,20230920,P,6,2,9,3,67,193,355,533,784,901,1014,953,1154,1167,1268,1285,1212,1152,959,582,540,332,273,296,09/20/2023
000106,20230920,S,203,221,160,142,231,371,682,745,862,761,711,1508,1274,1094,1076,1085,1024,829,578,581,647,388,140,12,09/20/2023
000106,20230921,P,335,163,165,144,253,189,367,499,655,949,1018,101,1575,1288,1224,1325,1306,1287,1248,712,595,394,422,390,09/21/2023
000106,20230921,S,8,7,12,11,7,444,591,893,957,1289,1496,1438,1497,1388,1403,1353,1306,1280,1267,985,694,564,51,1,09/21/2023
000106,20230922,P,324,208,171,181,106,214,340,511,746,977,1210,1385,1478,1657,1683,1733,1658,1373,1235,936,626,479,256,221,09/22/2023
000106,20230922,S,4,4,0,0,183,322,627,944,1203,1532,1837,1535,2328,2260,2314,2272,2283,2152,1974,1036,1456,634,371,276,09/22/2023
000106,20230923,P,85,88,76,64,112,160,301,520,900,1192,1529,1582,1722,1756,1832,1836,1916,1751,1566,1159,817,552,354,249,09/23/2023
000106,20230923,S,158,137,89,131,177,358,605,1021,1440,1664,2029,2028,1939,1994,1613,1521,1264,974,848,692,575,419,281,196,09/23/2023
000106,20230924,P,166,101,82,68,88,173,341,675,1078,1902,2675,2933,2952,2609,2419,2390,2347,1735,1717,1962,1053,549,293,248,09/24/2023
000106,20230924,S,177,124,85,82,142,238,364,627,798,1256,1566,1621,1748,1563,1442,1441,1278,1188,932,738,575,393,271,69,09/24/2023
000106,20230925,P,249,198,138,213,219,209,492,678,796,1072,1271,1267,1339,1462,1453,1476,1310,1246,1462,782,498,305,488,314,09/25/2023
000106,20230925,S,3,6,5,5,95,409,760,898,887,1215,1528,1473,1305,1158,1129,1093,879,726,556,451,390,185,3,8,09/25/2023
000106,20230926,P,301,140,175,137,219,187,341,534,707,871,959,1189,1167,1159,1055,1511,1407,1122,908,696,467,425,442,295,09/26/2023
000106,20230926,S,8,7,7,4,80,343,581,774,821,1178,1291,1227,1107,1065,1021,987,868,796,574,530,393,126,5,8,09/26/2023
000106,20230927,P,321,160,191,179,204,205,380,478,649,951,897,1000,1205,1235,1305,1293,1130,956,1075,1016,757,295,533,364,09/27/2023
000106,20230927,S,4,4,3,4,31,331,460,793,979,1096,1062,967,1027,1029,1029,1035,1032,977,1654,690,506,297,3,6,09/27/2023
000106,20230928,P,268,185,159,189,234,155,393,474,744,867,1113,1140,1196,1374,1523,1479,1373,1244,991,821,530,353,622,296,09/28/2023
000106,20230928,S,7,10,6,3,85,361,683,896,983,1216,1559,1677,1554,1427,1392,1419,1322,1132,977,862,692,343,8,7,09/28/2023
000106,20230929,P,267,282,170,246,188,186,379,528,708,830,1168,1645,1694,1845,1942,2050,1867,1655,1419,1013,721,433,298,174,09/29/2023
000106,20230929,S,6,6,7,5,131,339,638,1024,1107,1439,1855,2101,1985,2090,2276,2121,2228,1975,2327,1439,1028,683,373,266,09/29/2023
000106,20230930,P,112,101,75,87,109,168,441,667,886,1186,1558,1645,1704,1940,2223,2315,2189,1877,1594,1370,909,563,312,228,09/30/2023
000106,20230930,S,231,222,102,132,153,343,739,1213,1759,2097,1896,1950,1993,2147,2038,1868,1677,1151,863,634,561,405,311,245,09/30/2023
000106,20231001,P,126,97,84,82,100,196,322,587,1101,1892,2669,2880,2784,2681,2446,1592,2205,1375,1919,1816,1562,671,285,147,10/01/2023
000106,20231001,S,183,117,82,72,108,185,368,732,1257,1539,1810,1785,1792,1996,2038,1587,1366,1178,983,729,565,429,309,164,10/01/2023
000106,20231002,P,301,200,155,210,256,272,482,732,833,1074,1407,1404,1301,1678,1677,1610,1554,1253,926,554,456,292,302,277,10/02/2023
000106,20231002,S,5,3,2,4,65,375,618,925,1046,1403,1335,1610,1305,1019,1053,1082,893,712,618,517,378,274,111,7,10/02/2023
000106,20231003,P,197,164,160,158,171,155,329,483,680,849,1005,1040,1112,1281,1328,1320,1152,1040,852,614,452,419,445,271,10/03/2023
000106,20231003,S,6,8,7,6,65,309,545,764,809,978,1131,1084,906,1170,998,991,906,699,635,469,417,54,7,5,10/03/2023
000106,20231004,P,217,168,134,156,189,180,329,510,666,867,1038,1035,1195,1299,1307,1285,1164,1213,1228,632,448,461,475,274,10/04/2023
000106,20231004,S,0,10,7,6,95,356,565,849,814,1087,1337,1327,1173,1026,1081,1011,940,829,560,551,449,117,3,7,10/04/2023
000106,20231005,P,220,227,133,176,156,175,337,466,631,874,1017,1093,1248,1375,1367,1524,1560,1287,1084,749,487,347,559,394,10/05/2023
000106,20231005,S,11,1,0,3,115,355,652,796,929,1161,1454,1559,1358,1309,1260,1251,1213,1120,1012,820,663,281,4,5,10/05/2023
000106,20231006,P,358,210,145,139,82,173,307,515,682,914,1145,1281,1439,1837,1892,1789,1679,1465,1352,994,674,409,257,131,10/06/2023
000106,20231006,S,10,8,9,98,141,327,601,900,492,965,1963,2006,1873,1912,2034,1845,2280,1759,1641,1248,810,578,346,205,10/06/2023
000106,20231007,P,109,74,58,76,97,163,349,555,802,1146,1452,1505,1598,1794,2017,2185,2024,2058,1584,1255,816,529,271,207,10/07/2023
000106,20231007,S,222,117,88,95,144,320,610,994,1502,2032,2039,2045,2239,1980,1997,1615,1308,1019,782,606,552,457,306,202,10/07/2023
000106,20231008,P,141,87,65,69,101,142,298,471,947,1628,2508,2568,2619,2446,2408,2353,2283,2055,1674,1329,942,483,289,402,10/08/2023
000106,20231008,S,188,106,82,54,84,190,315,643,947,1288,1631,1773,1680,1699,1499,1503,1293,1045,1012,909,624,436,170,10,10/08/2023
000106,20231009,P,277,169,145,191,220,177,420,605,773,1074,1240,1296,1338,1451,1485,1495,1419,1333,1477,784,455,420,370,325,10/09/2023
000106,20231009,S,2,3,3,5,81,419,710,910,996,1239,1493,1504,1460,1132,1053,973,886,788,575,428,392,161,7,15,10/09/2023
000106,20231010,P,223,182,149,141,192,207,325,497,678,798,944,1023,1045,1291,1294,1291,1277,1157,1014,657,379,309,300,317,10/10/2023
000106,20231010,S,9,5,14,13,59,342,573,853,835,1135,1231,1088,1011,1004,934,920,904,720,610,566,423,305,38,7,10/10/2023
000106,20231011,P,281,169,134,177,173,190,302,472,612,779,1008,1069,1120,1364,1393,1532,1189,952,938,577,459,293,203,122,10/11/2023
000106,20231011,S,9,8,12,12,28,367,533,796,887,1163,1176,1210,1122,1021,1072,1086,890,712,707,609,500,353,252,163,10/11/2023
000106,20231012,P,102,84,72,73,100,130,251,401,543,729,903,1045,1139,1122,1315,1081,1130,438,1276,497,391,295,200,159,10/12/2023
000106,20231012,S,145,116,84,83,176,334,566,751,790,986,1226,1252,1230,1343,1256,1234,1222,1068,852,645,534,347,320,220,10/12/2023
000106,20231013,P,101,79,79,84,107,169,279,466,671,1003,1261,1368,1521,1605,1568,1561,1493,1377,1044,700,467,338,216,140,10/13/2023
000106,20231013,S,209,149,129,127,198,350,675,949,1157,1444,1939,1827,2069,1933,2138,2064,1948,1757,1466,1060,745,507,308,243,10/13/2023
000106,20231014,P,77,74,67,62,88,119,289,439,732,974,1305,1355,1321,1393,1338,1454,1429,719,1423,939,688,451,255,170,10/14/2023
000106,20231014,S,175,129,131,94,130,287,449,706,1015,1354,1576,1722,1759,1565,1758,1449,1311,1021,851,698,543,441,287,215,10/14/2023
000106,20231015,P,112,78,65,66,78,111,244,375,665,1248,2001,2288,2247,2232,2128,1710,2218,2111,1577,1188,879,529,273,181,10/15/2023
000106,20231015,S,131,101,85,95,103,139,251,422,670,1007,1298,1642,1621,1636,1595,1531,1351,1151,954,710,573,380,306,188,10/15/2023
000106,20231016,P,127,77,62,63,92,189,377,494,728,909,1170,1362,1478,1555,1503,1459,1437,1240,975,710,495,371,316,356,10/16/2023
000106,20231016,S,165,109,76,98,158,415,624,867,908,1017,1006,972,975,911,940,934,953,1435,551,478,375,311,31,6,10/16/2023
000106,20231017,P,230,208,148,155,204,164,328,447,687,731,990,1092,1148,1138,1143,1452,1403,1287,829,625,417,289,350,257,10/17/2023
000106,20231017,S,4,4,5,1,69,340,569,798,783,1016,1048,1090,1032,961,955,895,797,730,555,411,378,346,6,3,10/17/2023
